,reviews-title,reviews-text,stars,nlp-grade
8038,Eriksson from Sweden,"Special thanks to Alicia.S,Who helpt us with our tickets.She is the best❤️with out her help we never had got our tickets from Get your guide.",5.0,4.6148
8039,Worth a visit,"There is no question that every visitor to NY needs to go to the top of the Empire State Building. They handle the crowds well -- no waiting. The view is great, even on a foggy day. There are exhibits that are interesting too -- like posters of King Kong climbing up the building.",4.0,4.6632
8040,empire state building,amazing building amazing view--highly recommend--worth the trip--thought was a bit pricy but you are only there once,5.0,4.1718
8041,Too expensive,"Of course if you come to NY you MUST go up to the Empire State Building, but...
I bought a regular ticket and then I had to upgrade because otherwise I had to wait in queu for at least 3 hours. Definitively too much.",3.0,3.0
8042,Mid Day Visit,Went mid day on a Saturday very little queuing we were well looked after as my son was in a wheelchair,5.0,3.5464
8043,Must see at least once.,"NYC had been raining on and off, and overcast while we were there. We left without going up to the 86th floor on our first visit. But we had to use our tickets already bought before our trip ended. So we went up the building the second time we tried. Well, the sun peeked out a little we were able to see Manhattan quite well. Our recommendation is NOT to buy tickets prematurely (like, online before our trip); buy it onsite. Employees were quite helpful to give advise at the ground level.",4.0,4.7428
8044,OMG,My first time going up this beautiful building and what an experience it was I thought I would be scared 😱 of the hight but I loved it and it was so well organized amazing to see New York in all its glory would recommend this experience to everyone.,5.0,4.9572
8045,Breathtaking,This was an experience to remember. The sights and overall experience was great. Staff was friendly and courteous.,5.0,4.782
8046,Classic Must-Do when in NYC,"Worth every penny of the standard ticket. It had rained earlier so we ventured out mid-morning, thinking we were going to wait awhile. Pleasantly surprised that there was absolutely no line! We contemplated getting the express passes since it was prime tourist season, but so glad we didn’t! We took some amazing pictures and my teenagers were so enamored with the views that they only went on their phones to take a lot of pics and selfies!",5.0,4.878
8047,Why would you skip this famous icon?,"We could walk their from our hotel, and we had the time. Sooo why not? The views are spectacular, the history is fascinating, and the building is so famous. We went late Sunday morning, and it wasn’t too crowded. The great weather offered clear, spectacular views in all directions! It was definitely worth the time and money!",5.0,4.8740000000000006
8048,Great view of NYC and river - from behind a fence,"I used the NYC pass to visit the empire state building
Pros
1. Great views from the top.
2. Lift is fun too (Lift roof is a screen that runs visuals like GoT)
3. No queues in the morning. And with NYC pass you can just scan your pass at gate. no ticket required.
4. On a clear day you can see very far

Cons
1. Views are from behind fence.

Tip
Get a jacket as on a summer day it gets cold up there.",4.0,4.744
8049,Breathtaking,The Empire State Building needs no introduction. The view from the 86th floor is amazing. You can see the entire city from there. We could see the sun setting. It’s breezy up there and very very crowded. But the observation deck is big enough to accommodate hundreds of people at a go. Anyone visiting New York must visit.,5.0,3.4046
8050,Great views,"This is a must do when you are in New York. The views are amazing however we went when it was cloudy so could only see so far in the distance, would definitely be better to go when it is a clear day.",5.0,4.8002
8051,Empire State Building,"Great once we managed to get up there, but what a fuss to get that far ! These mobile tickets do NOT get you through the barrier. At this stage you have no printer with you (obviously). The staff offered to email them to their office who would print them for us, we waited 20 minutes and missed getting a front spot for the sunset! After 20 minutes the ticket saleswoman got fed up waiting and just gave us some tickets to get through. Luckily we didn’t miss the sunset itself, but it took the shine off the evening",1.0,2.579
8052,Girlfriend trip to NYC,"We went to The Empire State Building around 11:00 a.m. on a Monday morning. We were expecting the crowds to be horrendous. Since we were expecting crowds, we planned to buy tickets and schedule to go the next day. When we got there, we walked directly to the ticket counter, from there directly to the elevator, with approximately 20 people in front of us. Once we got to the top, there were people there, but there were no crowds. When we talked to other people later on our trip, they said they were very surprised because that was extremely uncommon. This happened to us twice on our trip. At the Empire State Building and at Rockefeller Center. It must have just been the perfect week to go.",5.0,4.2348
